good	好的	/ɡʊd/
opponents	对手	/əˈpoʊnənts/
participated	参与	/pɑːrˈtɪsɪpeɪtɪd/
magnetic	磁性的	/mæɡˈnɛtɪk/
me’	我	/miː/
mechanic	机械师	/məˈkænɪk/
melancholy	忧郁	/ˈmɛlənkɑːli/
nave	中殿	/neɪv/
nazis	纳粹	/ˈnɑːtsis/
oregon	俄勒冈州	/ˈɔːrɪɡən/
penetrated	渗透	/ˈpɛnɪtreɪtɪd/
editorial	社论	/ˌɛdɪˈtɔːriəl/
equity	公平	/ˈɛkwɪti/
esteem	尊重	/ɪˈstim/
favoring	偏爱	/ˈfeɪvərɪŋ/
financing	融资	/ˈfaɪnænsɪŋ/
frivolous	轻浮	/ˈfrɪvələs/
froze	冻结	/froʊz/
greeks	希腊人	/ɡriːks/
addison	阿迪森	/ˈædɪsən/
arena	竞技场	/əˈriːnə/
bless	祝福	/blɛs/
cemetery	墓地	/ˈsɛməˌtɛri/
characterized	特征	/ˈkærɪktəraɪzd/
circus	马戏团	/ˈsɜːrkəs/
colony	殖民地	/ˈkɑːləni/
correspond	对应	/ˌkɔːrəˈspɑːnd/
davis	戴维斯	/ˈdeɪvɪs/
del	删除	/dɛl/
raid	突袭	/reɪd/
resistant	抵抗	/rɪˈzɪstənt/
ribs	肋骨	/rɪbz/
sealed	密封	/sild/
solar	太阳能	/ˈsoʊlər/
traitors	叛徒	/ˈtreɪtərz/
twentythree	二十三	/ˈtwɛntiˌθriː/
visions	视觉	/ˈvɪʒənz/
withdraw	撤回	/wɪðˈdrɔː/
unemployment	失业	/ˌʌnɪmˈplɔɪmənt/
unforeseen	意外	/ˌʌnfɔrˈsiːn/
whereabouts	下落	/ˈwɛrəˌbaʊts/
zones	区域	/zoʊnz/
aback	吃惊	/əˈbæk/
activated	激活	/ˈæktɪveɪtɪd/
aggregate	总计	/ˈæɡrɪɡət/
amsterdam	阿姆斯特丹	/ˈæmstərdæm/
anna	安娜	/ˈænə/
aura	气氛	/ˈɔːrə/
beams	梁	/biːmz/
blankets	毯子	/ˈblæŋkɪts/
coarse	粗糙的	/kɔːrs/
concentrating	集中	/ˈkɒnsəntreɪtɪŋ/
conqueror	征服者	/ˈkɒŋkərər/
counters	柜台	/ˈkaʊntərz/
credibility	可信度	/ˌkrɛdəˈbɪlɪti/
deafening	震耳欲聋的	/ˈdɛfənɪŋ/
intensified	加强	/ɪnˈtɛnsɪfaɪd/
interacting	互动	/ˌɪntərˈæktɪŋ/
inward	向内	/ˈɪnwərd/
jerk	猛拉	/dʒɜːrk/
lifts	电梯	/lɪfts/
longdistance	长途	/ˌlɒŋˈdɪstəns/
maxim	格言	/ˈmæksɪm/
metallic	金属的	/mɪˈtælɪk/
momentarily	片刻	/ˌmoʊmənˈtɛrəli/
numbering	编号	/ˈnʌmbərɪŋ/
officially	正式地	/əˈfɪʃəli/
perkins	珀金斯	/ˈpɜːrkɪnz/
persuasion	说服	/pərˈsweɪʒən/
earnestly	认真地	/ˈɜːrnɪstli/
empirical	经验主义的	/ɛmˈpɪrɪkəl/
enlisted	入伍	/ɪnˈlɪstɪd/
equation	方程	/ɪˈkweɪʒən/
expenses	费用	/ɪkˈspɛnsɪz/
gambling	赌博	/ˈɡæmblɪŋ/
germans	德国人	/ˈdʒɜːrmənz/
ian	伊恩	/ˈiːən/
impatiently	不耐烦地	/ɪmˈpeɪʃəntli/
pyramids	金字塔	/ˈpɪrəmɪdz/
reappeared	重新出现	/ˌriːəˈpɪrd/
recognizable	可辨认的	/ˈrɛkəɡnaɪzəbl/
sacrifices	牺牲	/ˈsækrɪfaɪsɪz/
slide	滑动	/slaɪd/
slogans	口号	/ˈsloʊɡənz/
striving	奋斗	/ˈstraɪvɪŋ/
succumbed	屈服	/səˈkʌmbd/
sucking	吸	/ˈsʌkɪŋ/
tiles	瓷砖	/taɪlz/
premise	前提	/ˈprɛmɪs/
propaganda	宣传	/ˌprɑːpəˈɡændə/
quarry	采石场	/ˈkwɒri/
revenues	收入	/ˈrɛvənjuːz/
ribbon	丝带	/ˈrɪbən/
rumor	谣言	/ˈruːmər/
scarcity	稀缺	/ˈskɛərsəti/
squeeze	挤	/skwiːz/
stall	摊位	/stɔːl/
subconscious	潜意识	/sʌbˈkɒnʃəs/
temperament	气质	/ˈtɛmpərəmənt/
timid	胆小的	/ˈtɪmɪd/
traps	陷阱	/træps/
lawrence	劳伦斯	/ˈlɔːrəns/
magazines	杂志	/ˌmæɡəˈziːnz/
mend	修补	/mɛnd/
musicians	音乐家	/mjuˈzɪʃənz/
nicholas	尼古拉斯	/ˈnɪkələs/
nod	点头	/nɑːd/
noises	噪音	/ˈnɔɪzɪz/
patricia	帕特里夏	/pəˈtrɪʃə/
plug	插头	/plʌɡ/
treadmill	跑步机	/ˈtrɛdmɪl/
uptodate	最新的	/ʌpˈtəʊdeɪt/
volunteers	志愿者	/ˌvɒlənˈtɪərz/
wiley	怀利	/ˈwaɪli/
accelerated	加速的	/əkˈsɛləreɪtɪd/
adversaries	对手	/ˈædvərsəriz/
agile	敏捷的	/ˈædʒaɪl/
andor	安多尔	/ˈændɔːr/
angrily	生气地	/ˈæŋɡrəli/
appliance	家电	/əˈplaɪəns/
associations	协会	/əˌsoʊsiˈeɪʃənz/
awoke	醒来	/əˈwoʊk/
barry	巴里	/ˈbæri/
din	嘈杂声	/dɪn/
elections	选举	/ɪˈlɛkʃənz/
ephemeral	短暂的	/ɪˈfɛmərəl/
exaggerate	夸大	/ɪɡˈzædʒəreɪt/
extracted	提取	/ɪkˈstræktɪd/
feminine	女性的	/ˈfɛmɪnɪn/
financially	财务上	/faɪˈnænʃəli/
flourished	繁荣	/ˈflʌrɪʃt/
gear	齿轮	/ɡɪr/
gracious	亲切的	/ˈɡreɪʃəs/
hollywood	好莱坞	/ˈhɑːliwʊd/
hypothetical	假设的	/ˌhaɪpəˈθɛtɪkəl/
illnesses	疾病	/ˈɪlnəsɪz/
impulsive	冲动的	/ɪmˈpʌlsɪv/
inconsequential	不重要的	/ˌɪnkɑːnsɪˈkwɛnʃəl/
disengaged	脱离	/ˌdɪsɪnˈɡeɪdʒd/
dwelling	住所	/ˈdwɛlɪŋ/
earthly	尘世的	/ˈɜːrθli/
elapsed	流逝	/ɪˈlæps/
expectancy	预期	/ɪkˈspɛktənsi/
grandeur	宏伟	/ˈɡrændjʊr/
hinges	铰链	/ˈhɪndʒɪz/
holland	荷兰	/ˈhɒlənd/
hopping	跳跃	/ˈhɒpɪŋ/
hospitals	医院	/ˈhɑːspɪtəlz/
越南#行为#坎贝尔#历史#参与者#国王#维度#啤酒#尖叫#直接#保证#本杰明#实验室#麻省理工学院#估计#多样#规范#笼子#检测#演示#自传#团结#隐私#秘书#存储#中级#间隔#采纳#香蕉#征收#喇叭#定时#连贯#密集#父母的#复杂#陈旧#老鼠#代理商#在...中#腐败#冷漠#无所谓#丰富#胜利#依赖#发现#爱因斯坦#旅行#自愿
immersed	沉浸	/ɪˈmɜːrst/
infect	感染	/ɪnˈfekt/
inflict	施加	/ɪnˈflɪkt/
unaffected	不受影响的	/ˌʌnəˈfɛktɪd/
viewpoint	观点	/ˈvjuːpɔɪnt/
wallace	华莱士	/ˈwɑːlɪs/
pricing	定价	/ˈpraɪsɪŋ/
recruit	招募	/rɪˈkruːt/
retail	零售	/ˈriːteɪl/
revised	修订	/rɪˈvaɪzd/
sailor	水手	/ˈseɪlər/
shone	发光	/ʃoʊn/
shrugged	耸肩	/ʃrʌɡd/
sparks	火花	/spɑːrks/
spine	脊柱	/spaɪn/
stalls	摊位	/stɔːlz/
suite	套房	/swiːt/
summarized	总结	/ˈsʌməraɪzd/
terminology	术语	/ˌtɜːrmɪˈnɑːlədʒi/
territorial	领土的	/ˌtɛrɪˈtɔːriəl/
texture	质地	/ˈtɛkstʃər/
translating	翻译	/trænsˈleɪtɪŋ/
intimidating	威胁	/ɪnˈtɪmɪˌdeɪtɪŋ/
kernel	内核	/ˈkɜːrnl/
lectures	讲座	/ˈlɛktʃərz/
lever	杠杆	/ˈliːvər/
malicious	恶意的	/məˈlɪʃəs/
mentioning	提到	/ˈmɛnʃənɪŋ/
mice	老鼠	/maɪs/
newsletter	通讯	/ˈnuzˌlɛtər/
nineteenthcentury	十九世纪	/ˌnaɪnˈtiːnθˈsɛnʧəri/
notices	通知	/ˈnoʊtɪsɪz/
olive	橄榄	/ˈɑːlɪv/
parttime	兼职	/ˈpɑːrtˈtaɪm/
pbs	公共广播电视	/piːbiːˈɛs/
physicist	物理学家	/ˈfɪzɪsɪst/
physiological	生理的	/ˌfɪziəˈlɑːʤɪkəl/
pioneering	开创性的	/ˌpaɪəˈnɪrɪŋ/
predictability	可预测性	/prɪˌdɪktəˈbɪləti/
arizona	亚利桑那州	/ˌɛrɪˈzoʊnə/
atoms	原子	/ˈætəmz/
boot	靴子	/buːt/
canceled	取消	/ˈkænsəld/
charisma	魅力	/kəˈrɪzmə/
chunks	块	/tʃʌŋks/
clubs	俱乐部	/klʌbz/
confided	吐露	/kənˈfaɪdɪd/
confrontation	对抗	/ˌkɑːnfrʌnˈteɪʃən/
contrasts	对比	/ˈkɑːntræsts/
defects	缺陷	/ˈdɪfɛkts/
acknowledgment	承认	/əkˈnɑːlɪdʒmənt/
alignment	对齐	/əˈlaɪnmənt/
angels	天使	/ˈeɪndʒəlz/
arguably	可以说是	/ˈɑːrɡjuəbli/
assist	帮助	/əˈsɪst/
authoritarian	专制	/əˌθɔːrəˈteriən/
bark	树皮	/bɑːrk/
basement	地下室	/ˈbeɪsmənt/
bidding	出价	/ˈbɪdɪŋ/
bind	捆绑	/baɪnd/
bred	饲养	/brɛd/
cameras	相机	/ˈkæmərəz/
carter	卡特	/ˈkɑːrtər/
circling	盘旋	/ˈsɜːrklɪŋ/
cohen	科恩	/koʊən/
constitutes	构成	/ˈkɑːnstɪtjuːts/
corpses	尸体	/ˈkɔːrpsɪz/
criminals	罪犯	/ˈkrɪmɪnəlz/
dazzled	眼花缭乱	/ˈdæzəld/
profusion	丰富	/prəˈfjuːʒən/
proudly	自豪地	/ˈpraʊdli/
quantitative	定量	/ˈkwɑːntɪteɪtɪv/
recollections	回忆	/ˌrekəˈlɛkʃənz/
registers	寄存器	/ˈrɛdʒɪstərz/
restaurants	餐馆	/ˈrɛstrɑːrənts/
scratching	刮	/ˈskrætʃɪŋ/
selfsufficient	自给自足	/ˌsɛlfsəˈfɪʃənt/
spawned	产生	/spɔːnd/
stove	炉子	/stoʊv/
strolling	漫步	/ˈstroʊlɪŋ/
submissive	顺从	/səbˈmɪsɪv/
tactics	战术	/ˈtæktɪks/
thieves	小偷	/θivz/
tiniest	最小的	/ˈtaɪniɪst/
ton	吨	/tʌn/
descending	下降	/dɪˈsɛndɪŋ/
dined	用餐	/daɪnd/
disdain	鄙视	/dɪsˈdeɪn/
distinctly	明显地	/dɪˈstɪŋktli/
downtown	市中心	/ˈdaʊntaʊn/
eliminating	消除	/ɪˈlɪmɪneɪtɪŋ/
evans	埃文斯	/ˈɛvənz/
exponential	指数	/ˌɛkspəˈnɛnʃəl/
farreaching	广泛	/ˌfɑːrˈriːtʃɪŋ/
frown	皱眉	/fraʊn/
hosted	主办	/hoʊstɪd/
twenties	二十岁	/ˈtwɛntiz/
uniforms	制服	/ˈjunɪfɔːrmz/
variant	变体	/ˈvɛriənt/
von	冯	/vɑːn/
wit	机智	/wɪt/
wrestling	摔跤	/ˈrɛslɪŋ/
intellectually	智力上	/ˌɪntəˈlɛktʃuəli/
intervening	干预	/ˌɪntərˈvinɪŋ/
jackson	杰克逊	/ˈdʒæksən/
jason	杰森	/ˈdʒeɪsən/
layout	布局	/ˈleɪˌaʊt/
liberated	解放	/ˈlɪbəˌreɪtɪd/
loom	织布机	/luːm/
masculine	男性的	/ˈmæskjəlɪn/
mischief	恶作剧	/ˈmɪstʃɪf/
modes	模式	/moʊdz/
murmuring	低语	/ˈmɜrmərɪŋ/
nurture	培养	/ˈnɜrtʃər/
obtaining	获得	/əbˈteɪnɪŋ/
pathway	路径	/ˈpæθˌweɪ/
penny	便士	/ˈpɛni/
perseverance	毅力	/ˌpɜrsəˈvɪərəns/
persuasive	有说服力的	/pərˈsweɪsɪv/
plugged	插上	/plʌɡd/
intercourse	性交	/ˈɪntərˌkɔrs/
jaw	下巴	/dʒɔ/
king’s	国王的	/kɪŋz/
lament	悲叹	/ləˈmɛnt/
manifested	表现	/ˈmænəˌfɛstɪd/
marine	海洋的	/məˈrin/
mattress	床垫	/ˈmætrəs/
modifying	修改	/ˈmɑdəˌfaɪɪŋ/
multiplied	乘	/ˈmʌltəˌplaɪd/
nobility	贵族	/noʊˈbɪləti/
nonetheless	尽管如此	/ˌnʌnðəˈlɛs/
obsolete	过时	/ˌɑbsəˈlit/
offtheshelf	现货	/ɔf ðə ʃɛlf/
opponent	对手	/əˈpoʊnənt/
pained	痛苦的	/peɪnd/
pioneers	先驱	/ˌpaɪəˈnɪrz/
plainly	明显地	/ˈpleɪnli/
plea	恳求	/pli/
plotting	密谋	/ˈplɑtɪŋ/
disguised	伪装	/dɪsˈgaɪzd/
disrupt	破坏	/dɪsˈrʌpt/
distracting	分散注意力	/dɪˈstræktɪŋ/
eagle	鹰	/ˈiɡəl/
entailed	需要	/ɪnˈteɪld/
evils	邪恶	/ˈivəlz/
exploited	剥削	/ɪkˈsplɔɪtɪd/
gilded	镀金	/ˈɡɪldɪd/
gripping	扣人心弦	/ˈɡrɪpɪŋ/
hardworking	勤奋的	/ˈhɑrdˌwɜrkɪŋ/
hare	野兔	/hɛr/
hemisphere	半球	/ˈhɛmɪˌsfɪr/
hugely	极大地	/ˈhjuːdʒli/
importing	进口	/ɪmˈpɔːrtɪŋ/
inferiority	劣势	/ɪnˌfɪəriˈɔːrəti/
influencing	影响	/ˈɪnfluˌɛnsɪŋ/
annals	编年史	/ˈænəlz/
ascended	上升	/əˈsɛndɪd/
atom	原子	/ˈætəm/
awakening	觉醒	/əˈweɪkənɪŋ/
balances	平衡	/ˈbælənsɪz/
begging	乞讨	/ˈbɛɡɪŋ/
boredom	无聊	/ˈbɔːrdəm/
brushed	刷	/brʌʃt/
cardboard	纸板	/ˈkɑːrdˌbɔːrd/
catastrophe	灾难	/kəˈtæstrəfi/
chores	家务	/tʃɔːrz/
clerks	职员	/klɜːrks/
clues	线索	/kluz/
conspiracy	阴谋	/kənˈspɪrəsi/
contention	争议	/kənˈtɛnʃən/
coup	政变	/kuː/
criticizing	批评	/ˈkrɪtɪˌsaɪzɪŋ/
cursed	诅咒	/kɜːrst/
danny	丹尼	/ˈdæni/
dashed	破折号	/dæʃt/
defective	有缺陷的	/dɪˈfɛktɪv/
professions	职业	/prəˈfɛʃənz/
quirks	怪癖	/kwɜːrks/
reassure	安慰	/ˌriːəˈʃʊr/
repertoire	曲目	/ˈrɛpərˌtwɑːr/
rites	仪式	/raɪts/
roofs	屋顶	/ruːfs/
rounds	回合	/raʊndz/
salespeople	销售人员	/ˈseɪlzˌpiːpl/
scroll	滚动	/skroʊl/
senate	参议院	/ˈsɛnɪt/
sickly	病态	/ˈsɪkli/
specialty	专业	/ˈspɛʃəlti/
steaming	蒸汽	/ˈstimɪŋ/
stimulate	刺激	/ˈstɪmjəˌleɪt/
supplier	供应商	/səˈplaɪər/
targeted	针对	/ˈtɑːrɡɪtɪd/
teasing	戏弄	/ˈtiːzɪŋ/
toast	烤面包	/toʊst/
torment	折磨	/ˈtɔːrmənt/
treasured	珍贵的	/ˈtrɛʒərd/
undergo	经历	/ˌʌndərˈɡoʊ/
unused	未使用	/ʌnˈjuzd/
wakes	唤醒	/weɪks/
uncover	揭示	/ʌnˈkʌvər/
unnecessarily	不必要地	/ʌnˈnɛsəˌsɛrəli/
urges	敦促	/ɜːrdʒɪz/
vividly	生动地	/ˈvɪvɪdli/
weakly	虚弱地	/ˈwikli/
women’s	女性的	/ˈwɪmɪnz/
workforce	劳动力	/ˈwɜːrkfɔːrs/
abrupt	突然的	/əˈbrʌpt/
accusations	指控	/ˌækjʊˈzeɪʃənz/
administered	管理	/ədˈmɪnɪstərd/
adorned	装饰	/əˈdɔːrnd/
apologies	道歉	/əˈpɒlədʒiz/
appealed	呼吁	/əˈpiːld/
aristotle	亚里士多德	/ˈærɪstɑːtəl/
awaited	等待	/əˈweɪtɪd/
banged	砰地一声	/bæŋd/
brad	布拉德	/bræd/
brooks	小溪	/brʊks/
calculation	计算	/ˌkælkjʊˈleɪʃən/
calmed	平静	/kɑːmd/
carriages	马车	/ˈkærɪdʒɪz/
ceremonies	仪式	/ˈsɛrəˌmoʊniz/
comprised	包括	/kəmˈpraɪzd/
congo	刚果	/ˈkɒŋɡoʊ/
constrained	约束	/kənˈstreɪnd/
cracks	裂缝	/kræks/
declares	宣布	/dɪˈklɛrz/
delusions	错觉	/dɪˈluːʒənz/
denser	更密集	/ˈdɛnsər/
invade	侵略	/ɪnˈveɪd/
jagged	锯齿状	/ˈdʒæɡɪd/
kennedy	肯尼迪	/ˈkɛnədi/
marie	玛丽	/məˈriː/
marshal	元帅	/ˈmɑːrʃəl/
messiah	救世主	/mɪˈsaɪə/
misguided	误导	/ˌmɪsˈɡaɪdɪd/
motor	发动机	/ˈmoʊtər/
mugs	杯子	/mʌɡz/
needles	针	/ˈnidlz/
obnoxious	讨厌的	/əbˈnɑːkʃəs/
pathetic	可悲的	/pəˈθɛtɪk/
periodic	周期性的	/ˌpɪriˈɑːdɪk/
practitioners	从业者	/prækˈtɪʃənərz/
preface	前言	/ˈprɛfɪs/
deprivation	剥夺	/ˌdɛprɪˈveɪʃən/
develops	发展	/dɪˈvɛləps/
diamonds	钻石	/ˈdaɪəməndz/
displeasure	不悦	/dɪsˈplɛʒər/
do’	做	/doʊ/
drastically	剧烈地	/ˈdræstɪkli/
drown	淹死	/draʊn/
dysfunctional	功能失调的	/dɪsˈfʌŋkʃənl/
exhausting	令人精疲力竭的	/ɪɡˈzɔːstɪŋ/
expelled	被开除的	/ɪkˈspeld/
famously	出名地	/ˈfeɪməsli/
fearing	害怕	/ˈfɪrɪŋ/
glances	瞥视	/ɡlænsɪz/
good’	好的	/ɡʊdz/
grants	授予	/ɡrænts/
hats	帽子	/hæts/
hitherto	迄今为止	/ˌhɪðərˈtuː/
hopkins	霍普金斯	/ˈhɑːpkɪnz/
immoral	不道德的	/ɪˈmɔːrəl/
installed	安装	/ɪnˈstɔːld/
premature	过早的	/ˌpriːməˈtʃʊr/
presses	按	/ˈpresɪz/
puzzles	谜题	/ˈpʌzəlz/
readiness	准备好	/ˈredɪnəs/
recalling	回忆起	/rɪˈkɔːlɪŋ/
rejoice	欢乐	/rɪˈdʒɔɪs/
relativity	相对论	/ˌreləˈtɪvəti/
repressed	压抑	/rɪˈprest/
restricting	限制	/rɪˈstrɪktɪŋ/
righthand	右手	/ˈraɪthænd/
spying	监视	/ˈspaɪɪŋ/
stacked	堆叠	/stækt/
stanley	斯坦利	/ˈstænli/
strokes	中风	/stroʊks/
stroking	抚摸	/ˈstroʊkɪŋ/
swings	摇摆	/swɪŋz/
temperatures	温度	/ˈtɛmpərətʃərz/
thrashing	痛打	/ˈθræʃɪŋ/
transcend	超越	/trænˈsɛnd/
pursuits	追求	/pərˈsuːts/
quivering	颤抖	/ˈkwɪvərɪŋ/
rally	集会	/ˈræli/
raping	强奸	/ˈreɪpɪŋ/
rash	皮疹	/ræʃ/
reappear	重新出现	/ˌriːəˈpɪr/
rebuilt	重建	/riːˈbɪlt/
rectangular	矩形的	/rɛkˈtæŋɡjələr/
relates	涉及	/rɪˈleɪts/
reminding	提醒	/rɪˈmaɪndɪŋ/
reset	重置	/riːˈsɛt/
reversal	逆转	/rɪˈvɜːrsəl/
roberts	罗伯茨	/ˈrɑːbərts/
rod	杆	/rɑːd/
rogers	罗杰斯	/ˈrɑːdʒərz/
secured	安全的	/sɪˈkjʊrd/
shortcomings	缺点	/ˈʃɔːrtˌkʌmɪŋz/
smashing	粉碎	/ˈsmæʃɪŋ/
softened	软化	/ˈsɒftənd/
spill	溢出	/spɪl/
springer	跳马	/ˈsprɪŋər/
sued	起诉	/suːd/
superiors	上级	/suːˈpɪriərz/
tailored	量身定制	/ˈteɪlərd/
thorough	彻底	/ˈθʌrəʊ/
thundered	雷鸣般说	/ˈθʌndərd/
integral	整体的	/ˈɪntɪɡrəl/
irish	爱尔兰的	/ˈaɪrɪʃ/
irrepressible	难以抑制的	/ˌɪrɪˈprɛsəbəl/
irresponsible	不负责任的	/ˌɪrɪˈspɒnsəbl/
jealousy	嫉妒	/ˈdʒɛləsi/
johns	约翰斯	/dʒɒnz/
kettle	水壶	/ˈkɛtəl/
kin	亲属	/kɪn/
lingered	逗留	/ˈlɪŋɡərd/
lousy	糟糕的	/ˈlaʊzi/
metropolitan	大都市的	/ˌmɛtrəˈpɒlɪtən/
muster	集合	/ˈmʌstər/
mute	静音	/mjuːt/
nail	钉子	/neɪl/
nixon	尼克松	/ˈnɪksən/
obsessive	着迷的	/əbˈsɛsɪv/
outlines	轮廓	/ˈaʊtlaɪnz/
outraged	愤怒的	/aʊtˈreɪdʒd/
outskirts	郊区	/ˈaʊtskɜːrts/
overrun	泛滥	/ˌoʊvərˈrʌn/
palpable	明显的	/ˈpælpəbl/
penetrating	有洞察力的	/ˈpɛnɪtreɪtɪŋ/
perfected	完善	/pərˈfɛktɪd/
poorest	最贫穷的	/ˈpʊrɪst/
portions	部分	/ˈpɔːrʃənz/
posts	职位	/poʊsts/
twentyeight	二十八	/ˌtwɛntiˈeɪt/
twilight	黄昏	/ˈtwaɪlaɪt/
universally	普遍地	/ˌjuːnɪˈvɜːrsəli/
unleashed	释放	/ʌnˈliːʃt/
unnoticed	未被注意到	/ʌnˈnoʊtɪst/
vase	花瓶	/veɪs/
venturing	冒险	/ˈvɛntʃərɪŋ/
whistle	口哨	/ˈwɪsəl/
wildest	最疯狂的	/ˈwaɪldɪst/
wiping	擦拭	/ˈwaɪpɪŋ/
wrestled	摔跤	/ˈrɛsəld/
wrinkled	有皱纹的	/ˈrɪŋkəld/
accuse	指责	/əˈkjuːz/
adjustments	调整	/əˈdʒʌstmənts/
amidst	在...之中	/əˈmɪdst/
ample	充足的	/ˈæmpl/
apiece	每个	/əˈpiːs/
appropriately	适当地	/əˈproʊpriətli/
athlete	运动员	/ˈæθliːt/
attacking	攻击	/əˈtækɪŋ/
attractions	景点	/əˈtrækʃənz/
audiences	观众	/ˈɔːdiənsɪz/
backbone	骨干	/ˈbækboʊn/
backwards	向后	/ˈbækwərdz/
banking	银行业	/ˈbæŋkɪŋ/
biologist	生物学家	/baɪˈɑːlədʒɪst/
bitterly	痛苦地	/ˈbɪtərli/
blowing	吹	/ˈbloʊɪŋ/
branded	品牌	/ˈbrændɪd/
bulls	公牛	/bʊlz/
bushy	茂密的	/ˈbʊʃi/
carelessly	粗心地	/ˈkerləsli/
cheerfully	愉快地	/ˈtʃɪrfəli/
cheers	欢呼声	/tʃɪrz/
cherished	珍爱的	/ˈtʃɛrɪʃt/
churning	搅拌	/ˈtʃɜːrnɪŋ/
climax	高潮	/ˈklaɪmæks/
commercially	商业上	/kəˈmɜːrʃəli/
compromises	妥协	/ˈkɑːmprəmaɪzɪz/
contractors	承包商	/ˈkɑːntræktərz/
coordinate	协调	/koʊˈɔːrdɪneɪt/
detached	超然	/dɪˈtætʃt/
determinism	决定论	/dɪˈtɜːrmɪnɪzəm/
detested	憎恶	/dɪˈtɛstɪd/
diagnose	诊断	/ˈdaɪəɡnoʊz/
dictatorship	独裁政权	/ˈdɪkteɪtɔːrʃɪp/
dispersed	分散	/dɪˈspɜːrst/
disproportionate	不成比例的	/ˌdɪsprəˈpɔːrʃənət/
disputed	有争议的	/dɪˈspjuːtɪd/
disruptive	破坏性的	/dɪsˈrʌptɪv/
dreary	沉闷的	/ˈdrɪri/
drinks	饮料	/drɪŋks/
dumped	倾倒	/dʌmpt/
endeavors	努力	/ɪnˈdɛvərz/
engraved	刻在	/ɪnˈɡreɪvd/
epic	史诗	/ˈɛpɪk/
excelled	优秀	/ɪkˈsɛld/
executions	执行	/ˌɛksɪˈkjuːʃənz/
expressive	富有表现力的	/ɪkˈsprɛsɪv/
fairy	仙女	/ˈfɛri/
fastened	系紧	/ˈfæsənd/
fearsome	可怕的	/ˈfɪrsəm/
flipping	翻转	/ˈflɪpɪŋ/
fluctuations	波动	/flʌkʃuˈeɪʃənz/
forbid	禁止	/fərˈbɪd/
functioning	运行	/ˈfʌŋkʃənɪŋ/
furiously	狂暴地	/ˈfjʊəriəsli/
furnish	提供	/ˈfɜːrnɪʃ/
generalized	概括的	/ˈdʒɛnərəlaɪzd/
getty	盖蒂	/ˈɡɛti/
graceful	优雅的	/ˈɡreɪsfl/
grudgingly	勉强地	/ˈɡrʌdʒɪŋli/
hardwired	硬连线的	/ˈhɑːrdwaɪrd/
harvests	收获	/ˈhɑːrvɪsts/
hasty	匆忙的	/ˈheɪsti/
heirs	继承人	/ɛrz/
honed	磨练	/hoʊnd/
hostage	人质	/ˈhɑːstɪdʒ/
humiliating	羞辱的	/hjuːˈmɪliˌeɪtɪŋ/
implication	含义	/ˌɪmplɪˈkeɪʃən/
ingredient	成分	/ɪnˈɡridiənt/
deteriorated	恶化	/dɪˈtɪriəˌreɪtɪd/
devoured	吞食	/dɪˈvaʊrd/
devout	虔诚的	/dɪˈvaʊt/
diplomatic	外交的	/ˌdɪpləˈmætɪk/
disobedience	不服从	/ˌdɪsəˈbiːdiəns/
drill	钻孔	/drɪl/
ecstatic	狂喜的	/ɪkˈstætɪk/
elect	选举	/ɪˈlɛkt/
elm	榆树	/ɛlm/
employers	雇主	/ɪmˈplɔɪərz/
enraged	愤怒的	/ɪnˈreɪdʒd/
exaggeration	夸张	/ɪɡˌzædʒəˈreɪʃən/
exerted	施加	/ɪɡˈzɜːrtɪd/
fatter	更胖	/ˈfætər/
filing	归档	/ˈfaɪlɪŋ/
followup	后续	/ˈfɑːloʊˌʌp/
foremost	首要的	/ˈfɔːrˌmoʊst/
globally	全球	/ˈɡloʊbəli/
grabbing	抓住	/ˈɡræbɪŋ/
guts	勇气	/ɡʌts/
haunted	闹鬼的	/ˈhɔːntɪd/
highlights	亮点	/ˈhaɪˌlaɪts/
honored	受到荣誉	/ˈɑːnərd/
hugh	休	/hjuː/
hull	船体	/hʌl/
hush	安静	/hʌʃ/
imitation	模仿	/ˌɪmɪˈteɪʃən/
inherently	固有地	/ɪnˈhɪrəntli/
inquisitive	好奇的	/ɪnˈkwɪzətɪv/
inspect	检查	/ɪnˈspɛkt/
triumphant	胜利的	/traɪˈʌmfənt/
turbulent	动荡的	/ˈtɜːrbjələnt/
uniformly	一致地	/juːˈnɪfɔːrmlɪ/
unwanted	不需要的	/ʌnˈwɑːntɪd/
ventures	冒险	/ˈvɛntʃərz/
vicinity	附近	/vɪˈsɪnəti/
victoria	维多利亚	/vɪkˈtɔːriə/
vigorously	有力地	/ˈvɪɡərəsli/
viking	维京人	/ˈvaɪkɪŋ/
vitality	活力	/vaɪˈtæləti/
wary	谨慎的	/ˈweri/
weekends	周末	/ˈwiːkˌɛndz/
wendell	温德尔	/ˈwɛndəl/
worldview	世界观	/ˈwɜːrldˌvjuː/
proclamations	宣言	/ˌproʊkləˈmeɪʃənz/
proofs	证明	/pruːfs/
recourse	求助	/ˈriːkɔːrs/
redo	重做	/riːˈduː/
renounce	放弃	/rɪˈnaʊns/
rescued	被救	/rɪˈskjuːd/
resented	愤恨	/rɪˈzɛntɪd/
resilience	弹性	/rɪˈzɪliəns/
restrained	克制	/rɪˈstreɪnd/
restriction	限制	/rɪˈstrɪkʃən/
rigorous	严格的	/ˈrɪɡərəs/
ripple	涟漪	/ˈrɪpl/
